department,abstract
2," Nowadays, governments and private sectors request industry software solutions through public tenders that use websites for mass distribution. Not only is demand organized, but a large number of software tenders is produced. This study focuses on the analysis of texts from these documents to characterize them efficiently in order to find a specific solution to the general problem of how to make a bid and how not to make a bid. An automatic classifier is proposed for the public tender process for software based on IEEE standard 830-1998, which categorizes text from a pragmatic point of view. Development phases and classification success rates are shown for each algorithm used in the different experiments. This system may be an alternative for the early analysis of public tenders for software with fuzzy requirements."
2,"Women play a fundamental role in society, sustainable development, and the Information and Communications Technology (ICT) industry. In recent years it has been explicitly stated that society must invest in and facilitate scenarios for more women to find a space for professional development. In the ICT area, we find a perfect scenario for women to have valuable job opportunities with long-term projections since it is an area that fails to meet the need for professionals every year. However, the enrollment of women in universities and institutes that offer careers in ICT has not increased considerably over the years, and retention is not encouragingeither. This article aims to present an exploratory review to identify themotivations that drive young women to enter and remain until they graduatein a traditional career in Computer Science and to determine which professional roles are primarily associated with the female …"
2,"The teaching of programming is a critical topic in our society. Given the Science and Technology initiatives, these topics are considered in different training cycles: primary, secondary and higher education. In the case of higher education, students must cultivate fundamental concepts for developing computer applications, which contribute to not only the knowledge of programming languages but also open guidelines for computational thinking. In previous research, we evaluated a set of platforms under a usability lens; on this occasion, we compare these results and their impact on the learning outcomes. We evaluated three experimental groups that used video game platforms to achieve their learning outcomes. Additionally, we will synthesize the literature regarding new paradigms of programming education under immersive environments."
2,"Women play a fundamental role in the IT and ICT industry. In the last two decades, different actors have made great efforts so that more women choose to develop their professional futures in these disciplines. It is here where the insertion of women plays a fundamental role. As it is already known, the number of women who choose to study STEM does not increase considerably over the years; the increase is meager despite the fair offers of employability in public and private organizations in the area. This article aims to present an exploratory review to identify the roles, functions, and jobs most recurrently performed by women in computer science and ICT and also seeks to identify the most required professional competencies and skills for a female profile in this environment. Our methodology for the exploratory review consisted of applying the systematic mapping approach to relevant literature. Complementary …"
2,"The development of Information Technologies has contributed to the increase and complexity of data, implying a greater diversity of mechanisms for knowledge extraction. This high data availability has made citizens increase their interest in analyzing data and making more informed decisions. Data mining is an intrinsically complex process that expert users generally use. The non-expert users are overwhelmed because they lack relevant techniques for analyzing and understanding these results. This proposal presents a usability experiment to evaluate the level of understanding of the results when applying classification techniques. The users worked with decision trees, one of the “friendliest” of existing patterns. We need to start focusing on new patterns for non-expert users from the results exposed."
2,"Governments and private sectors currently procure software solutions for industry through public tender using mass distribution websites. This alternative organizes the demand and produces a large number of software tenders.  Objective . The present study focuses on analyzing the texts of these documents to characterize them efficiently and explore a particular solution to the general problem known as “to bid or not to bid.” The tool is based on the automatic classification of speech acts, from where we generate different metrics from the Public Call Software Tender (PCST).  Methodology . Our first approach was to use some analysis techniques suggested for Requirements Specifications. In particular, our interest focused on speech acts and the ontology-based on speech acts for analyzing requirements. These works focus on classifying software requirements in the early stages of the life cycle, which gave us a …"
2,"Digital transformation is the change associated with applying digital technologies in all aspects of human society. This need for digital transformation is beginning to be transversal for all industries, but especially in those small and medium-sized. Some initiatives seek to promote these transformation processes through technology adoption models. However, on a few occasions, it has been studied under a particular socio-cultural context. In this document, we begin our research by analyzing Tornatzky’s proposal for technology adoption, but under a socio-cultural vision specific to the Chilean market."
2,"RefComTIC is an interactive manual that focus to meet the needs of the faculty, specifically those involved in results-oriented curricular innovation. It aims to help the strengthening of those competencies associated with Information Technology and Communication (ICT). The use of RefComTIC contemplates the development on students of the transversal competences associated to the professional profile of the undergraduate at our University. It also eases the management of new ICT related curricular changes, policy and activities of the University. At the level of curricular changes support is given to the management and updating of contents associated with transversal competences and ICT educational activities for teachers, given the ease an automated system allows for the modification of its content. At the level of university policies and concerning transversal competences, the manual assists in the process of …"
2,"It is possible to incorporate a lot of natural antioxidants into the human organism by consuming berries which can prevent diseases generated by the action of free radicals. Antioxidants neutralize free radicals and thus protect the organism from the oxidative damage of lipids, proteins, and nucleic acids. Berries stand out as one of the richest sources of antioxidant phytonutrients among various fruits and vegetables. The objective of this research was to determine antioxidant capacity (AC), total anthocyanins (TA), and total phenols (TP) of wild and cultivated berries in different localities of La Araucanía and Los Ríos Regions in Chile. These parameters were analyzed by using the free radical 2, 2-diphenyl-1-picrylhydrazyl hydrate (DPPH) method, pH-differential, and Folin-Ciocalteu method. Percentages of DPPH discoloration of different berries studied were between 67.8% and 95.3% for red sarsaparilla and rosehip, respectively. Maqui berries showed a significantly higher TA content (2240.2 and 1445.3 mg L-1 cyanidin 3-glucoside) than other berries, and a mean for all berries of 335.5 mg L-1. Higher phenol content levels were obtained in two cultivars of saskatoon (773.9 and 1001.9 mg L-1 gallic acid) and wild rosehip (1457.0 and 1140.4 mg L-1 gallic acid). We conclude that there are significant differences in antioxidant capacity of wild and cultivated Chilean berries in this study which show a strong correlation between AC and TP content."
2," Abstract In this work, the biosynthesis of silver nanoparticles by Galega officinalis extract using AgNO3 as a precursor was reported. The reaction parameters for the biosynthesis and efficiency in their antimicrobial control against Escherichia coli, Staphylococcus aureus and Pseudomonas syringae were determined. For biosynthesis, a central composite design combined with response surface methodology was used to optimize the process parameters (pH, AgNO3 and extract concentration), and the design was assessed through the size distribution, zeta potential and polydispersity index of the nanoparticles. The results demonstrated that at pH 11, 1.6 mM of AgNO3 and 15% vv−1 of G. officinalis extract were the optimal reaction parameters. Transmission electron microscope (TEM) images and X-ray diffraction (XRD) confirmed the formation of small spherical silver nanoparticles. Antimicrobial …"
2,"Fungi are an extraordinary and immensely diverse group of microorganisms that colonize many habitats even competing with other microorganisms. Fungi have received recognition for interesting metabolic activities that have an enormous variety of biotechnological applications. Previously, volatile organic compounds produced by fungi (FVOCs) have been demonstrated to have a great capacity for use as antagonist products against plant pathogens. However, in recent years, FVOCs have been received attention as potential alternatives to the use of traditional pesticides and, therefore, as important eco-friendly biotechnological tools to control plant pathogens. Therefore, highlighting the current state of knowledge of these fascinating FVOCs, the actual detection techniques and the bioactivity against plant pathogens is essential to the discovery of new products that can be used as biopesticides."
2,"The antifungal activity of molecular identified Chilean saprobiontic fungi, Trichoderma viride, Schizophyllum commune and Trametes versicolor, on the fungal plant pathogens Botrytis cinerea and Fusarium oxysporum, and the saprotrophic mould Mucor miehei was investigated using two types of inhibition bioassay: (1) bi-compartmented Petri dishes and (2) two Erlenmeyer flasks connected by their upper parts. The chemical composition of volatile organic compounds (VOCs) released by saprobiontic fungi was also investigated using headspace solid-phase microextraction (SPME) and gas chromatography/mass spectrometry (GC-MS) analysis. Of the saprobiontic fungi evaluated, one isolate of S. commune showed the highest inhibitory activity against B. cinerea and M. miehei, 86.0±5.4 and 99.5±0.5% respectively. The volatile profiles of fungal isolates were shown to contain a different class of compounds. The …"
2,"White-rot and brown-rot fungi have complementary mechanisms to selectively degrade lignin and holocellullose, respectively. Thereby, a fungal co-culture of a white-rot and a brown-rot fungal could result in efficient strategy for a mild lignocellulosic biomass pretreatment. In this work, single, sequential and co-inoculation of the selective-lignin degrading white-rot fungus Ganoderma lobatum and the brown-rot fungus Gloeophyllum trabeum were evaluated as biological pretreatments of wheat straw to enhance enzymatic hydrolysis of cellulose. The single cultures of G. lobatum and G. trabeum exhibited preferential degradation of lignin and hemicellulose, respectively. The total crystallinity index decreased in samples pretreated with G. trabeum but not with G. lobatum. The pretreatment with single cultures of G. lobatum or G. trabeum increased glucose yields by 43.6% and 26.1% respectively compared to untreated …"
2," The current study aimed to evaluate the removal of a pesticide mixture composed of the insecticides chlorpyrifos (CP) and diazinon (DZ) from liquid medium, soil and a biobed biomixture by a Streptomyces mixed culture. Liquid medium contaminated with 100 mg L−1 CP plus DZ was inoculated with the Streptomyces mixed culture. Results indicated that microorganisms increased their biomass and that the inoculum was viable. The inoculum was able to remove the pesticide mixture with a removal rate of 0.036 and 0.015 h−1 and a half-life of 19 and 46 h−1 for CP and DZ, respectively. The sterilized soil and biobed biomixture inoculated with the mixed culture showed that Streptomyces was able to colonize the substrates, exhibiting an increase in population determined by quantitative polymerase chain reaction (q-PCR), enzymatic activity dehydrogenase (DHA) and acid phosphatase (APP). In both the soil …"
2,"In this study, we selected and characterized different pesticide-tolerant bacteria isolated from a biomixture of a biopurification system that had received continuous applications of a pesticides mixture. The amplicon analysis of biomixture reported that the phyla Proteobacteria, Firmicutes, Bacteroidetes and Actinobacteria were predominant. Six strains grew in the presence of chlorpyrifos and iprodione. Biochemical characterization showed that all isolates were positive for esterase, acid phosphatase, among others, and they were identified as Pseudomonas, Rhodococcus and Achromobacter based on molecular and proteomic analysis. Bacterial growth decreased as both pesticide concentrations increased from 10 to 100 mg L-1 in liquid culture. The Achromobacter sp. strain C1 showed the best chlorpyrifos removal rate of 0.072–0.147 d-1 a half-life of 4.7–9.7 d and a maximum metabolite concentration of 2.10 mg L-1 at 120 h. On the other hand, Pseudomonas sp. strain C9 showed the highest iprodione removal rate of 0.100–0.193 d-1 a half-life of 4–7 d and maximum metabolite concentration of 0.95 mg L-1 at 48 h. The Achromobacter and Pseudomonas strains showed a good potential as chlorpyrifos and iprodione-degrading bacteria."
2,"Chlorpyrifos (CP) is an organophosphorus pesticide (OP) widely used in agriculture. Evidence of CP residues in soil, water and food has generated an urgent need to develop treatment systems that avoid possible damage to human health and the environment. In this study, eight diazinon-degrading Streptomyces strains were evaluated for their ability to remove CP as the only carbon source from a liquid medium. Single cultures removed 32–74% of CP, and most of the strains incremented their biomass. Additionally, changes in the protein profile were found. Protein extract analyses demonstrated that four organisms exhibited the enzyme organophosphorus hydrolase (OPH); therefore, the Streptomyces spp. AC5, AC9, GA11 and ISP13 strains were used as a mixed culture to study the removal of CP and their main metabolite 3,5,6-trichloro-2-pyridinol (TCP). Our results showed a CP removal rate of 0.019–0.034 h …"
2," The dissipation of atrazine, chlorpyrifos and iprodione in a biopurification system and changes in the microbial and some biological parameters influenced by the rhizosphere of Lolium perenne were studied in a column system packed with an organic biomixture. Three column depths were analyzed for residual pesticides, peroxidase, fluorescein diacetate activity and microbial communities. Fungal colonization was analyzed by confocal laser scanning microscopy to assess the extent of its proliferation in wheat straw. The L. perenne rhizosphere enhanced pesticide dissipation and negligible pesticide residues were detected at 20–30 cm column depth. Atrazine, chlorpyrifos and iprodione removal was 82, 89 and 74% respectively in the first 10 cm depth for columns with vegetal cover. The presence of L. perenne in contaminated columns stimulated peroxidase activity in all three column depth sections …"
2," Aims The aim of this study was to evaluate the synthesis of ligninolytic enzymes and some diffusible antifungal compounds by white‐rot fungi (WRF) using peels or discarded potato as the sole nutrient source. Methods and Results The strain Trametes hirsuta Ru‐513 highlighted for its laccase activity (595 ± 33 U l−1), which is able to decolourize 87% of an anthraquinone dye using potato peels as the sole nutritional support. A native polyacrylamide gel of laccase proteins showed the presence of two isoenzymes, corresponding to proteins of 56 and 67 kDa, which were detected by SDS‐PAGE. The antifungal activity of ethyl acetate extracts was evaluated by the agar diffusion method, where Anthracophyllum discolor Sp4 and Inonotus sp. Sp2 showed the highest inhibition zones of Mucor miehei. The fungal extracts also inhibited Fusarium oxysporum and Botrytis cinerea growth …"
2," Lignin is one of the main barriers to obtaining added-value products from cellulosic fraction of lignocellulosic biomass due to its random aromatic structure and strong association with cellulose and hemicellulose. Inorganic and organic compounds have been used as enzyme inducers to increase the ligninolytic potential of white-rot fungi, without considering their effect on the selectivity of degradation. In this study, the selective lignin degradation in wheat straw by Ganoderma lobatum was optimized using a central composite design to evaluate the combined effect of Fe2+ and Mn2+ as inducers of ligninolytic enzymes and NO3 − as an additional nitrogen source. Selective lignin degradation was promoted to maximize lignin degradation and minimize weight losses. The optimal conditions were 0.18 M NO3 −, 0.73 mM Fe2+, and 1 mM Mn2+, which resulted in 50.0% lignin …"
2,"Actinobacteria identified as Streptomyces spp. were evaluated for their ability to remove diazinon as the only carbon source from a liquid medium. Single cultures of Streptomyces strains were exposed to diazinon at a concentration of 50 mg L−1. After 96 h incubation, six of the eight cultures grew and five strains showed an increase in their total protein concentrations and changes in their protein profile. Up to 32% of the diazinon was removed by the single Streptomyces cultures. A compatibility assay showed that the different Streptomyces species were not antagonistic. Twenty-six mixed cultures were then prepared. Diazinon removal was increased when mixed cultures were used, and maximum diazinon removal of 62% was observed when the Streptomyces spp. strains AC5, AC9, GA11 and ISP13 were mixed; this was defined as the selected mixed culture (SMC). Diazinon removal was positively influenced by …"
2,"Interactions between microorganisms and root exudates in a biobed system with vegetal (grass) cover could enhance pesticide degradation. Otherwise, a high water load may generate high concentrations of pesticides in lixiviates. We studied the effect of the vegetal cover on the degradation of a mixture of atrazine (ATZ), chlorpyrifos (CHL) and iprodione (IPR)(35 mg L-1 each) in a biobed system operated with two different hydraulic loads (0.6 and 1.2 L of tap water per day). The concentration of the pesticides and their main metabolites were measured in the lixiviates during 60 days, as well as in the biomixtures at the end of the study. Dehydrogenase activity in the biomixtures and organic acid exudation from the vegetal cover were also analysed. The vegetal cover diminished the lixiviation of pesticides and their metabolites mainly at the lower hydraulic load used. The degradation of the pesticides was high (> 95%) and increased in biobeds with vegetal cover and low hydraulic load. Degradation metabolites of CHL and IPR were formed during pesticide degradation; however they were degraded in the biobed and were not detected in lixiviates at the end of the study. In general, an increase in organic acid exudation by vegetal cover was observed caused by chemical stress after pesticide application. The increase was similar at both hydraulic loads. Efficient colonisation of wheat straw by fungi was observed by confocal microscopy."
2,"Acid mine drainage, characterized by low pH and elevated heavy metal ion concentrations, causes severe harm to the environment. In this study, the feasibility of a new organic biomixture adsorbent for removing Fe 3+, Zn 2+, Cu 2+ and Mn 2+ metal ions from synthetic acid mine drainage was evaluated. This kinetic study showed fast metal ions adsorption within the first four to eight hours, and adsorption over 80% in the organic biomixture. The equilibrium adsorption isotherms resulted in a metal ion uptake greater than 84%, and the Freundlich model fitted well the data. The Freundlich affinity coefficient (K f) ranged from 1.44 to 3.82 in the following order: Zn 2+> Cu 2+> Fe 3+> Mn 2+. Scanning electron microscope images revealed the heterogeneous structure of the biomixture, and energy-dispersive X-ray analysis after adsorption confirmed the ability of the biomixture to remove the metal ions. In the fixed-bed …"
2,"Biosurfactants, a wide group of compounds produced by different microorganisms, generally have less toxicity and are more biodegradable than synthetic surfactants. Biosurfactant-producing bacteria can be found in contaminated environments, such as soils receiving pesticide applications constantly, or in pesticides treatment systems where microorganisms are adapted to biodegrading pesticides. Five pesticide-tolerant bacteria previously isolated from a pesticide biopurification system were evaluated as biosurfactant-producers. Pseudomonas rhodesiae C4, Rhodococcus jialingiae C8 and Pseudomonas marginalis C9 strains were positive in qualitative tests. Biosurfactant production by these strains using Bushnell-Haas medium with olive oil at 2% (w/v) was evaluated as emulsification index, oil displacement, droplet collapse test and surface tension. After 144 h, these strains showed a similar emulsification index of >55%. The two Pseudomonas (C4 and C9) strains showed lower superficial tension compared with Rhodococcus strain (C8)—34.47, 37.44 and 47.55 mN/m for strains C4, C9 and C8, respectively. The chemical characterization of the biosurfactants revealed the presence of glycolipids in P. rhodesiae (C4) and glycopeptides in P. marginalis (C9). The degradation of chlorpyrifos increased from 39.2% to 51.6% when biosurfactants produced by P. rhodesiae (C4) were added (10%) with respect to the control. Therefore, biopurification systems are a relevant source of biosurfactant-producing bacteria with environmental biotechnology applications."
2,"Fungal volatile secondary metabolites play important roles in mediating antagonistic and beneficial interactions among organisms. The effects of eight strains of white-rot fungi cultured on potato waste against the mycelial growth of Botrytis cinerea, Fusarium oxysporum and Mucor miehei were investigated using a bi-compartmented Petri dish assay. The chemical composition of volatile organic compounds released from the strain with the highest inhibitory effect was also investigated by headspace solid-phase microextraction and gas chromatography/mass spectrometry analysis. Of the eight white-rot fungi evaluated, Anthracophyllum discolor. Sp4 showed a high inhibitory activity against M. miehei (approximately 76%) and B. cinerea (approximately 20%). F. oxysporum was inhibited to a lesser extent (approximately 10%) by A. discolor and T. versiscolor. The gas chromatography/mass spectrometry analysis …"
2,"Wheat (Triticum aestivum L.) is known for its ability to produce and release al-lelopathic compounds, which have potential for controlling weeds and diseases. Previous reports have shown the fungitoxic effects of allelochemicals present in wheat. Thus, these compounds can be exuded by roots to protect the tissues directly affected by Gaeumannomyces graminis var. tritici (Ggt) fungus that causes wheat take-all disease. The aim of this research was to evaluate in vitro the allelopathic effect of root exudate extracts from four Chilean wheat cultivars on Ggt growth. Root exudates were released from wheat seedlings to a sterile culture medium without nutrients. Afterward, the exudates in the culture medium were separated by liquid-liquid extraction using ethyl acetate. Eight different concentrations were tested for each cultivar. The results showed that the degree to which the extracts strongly inhibit the phytopathogen growth is highly dependent on both the concentration and the cultivar. The root extract of the Domo cultivar was significantly active against Ggt (MIC= 0.36 mg mL-1). IC 50 and MIC values obtained for Dollinco and Domo root exudate extracts showed toxicity to Ggt. These findings may be considered in future studies related to the use of allelopathic potential as a selection factor in order to reduce the yield losses caused by various take-all diseases, as an alternative to chemical controls."
2,"This study provides the basis for implementing a continuous treatment system for wastewater containing a pesticide mixture formed by atrazine, iprodione, and chlorpyrifos. Two fungal strains (Verticilium sp. H5 and Metacordyceps sp. H12) isolated from a biomixture of a biopurification system were able to remove different pesticide concentrations (10 to 50 mg L−1) efficiently from the liquid medium; however, the half-life of the pesticides was reduced and characterized by a T1/2 of 5.4 to 9.2 d for atrazine, 3.7 to 5.8 d for iprodione, and 2.6 to 2.9 d for chlorpyrifos using the fungal consortium. The immobilization of the fungal consortium in alginate bead was effective, with the highest pesticide removal observed using an inoculum concentration of 30% wv−1. The packed-bed reactor with the immobilized fungal consortium, which was operated in the continuous mode at different flow rates (30, 60, and 90 mL h−1), required approximately 10 d to achieve removal efficiency (atrazine: 59%; iprodione: 96%; chlorpyrifos: ~85%). The bioreactor was sensitive to flow rate fluctuations but was able to recover performance quickly. The pesticide metabolites hydroxyatrazine, 3,5-dichloroaniline, and 3,5,6-trichloro-2-pyridinol were produced, and a slight accumulation of 3,5,6-trichloro-2-pyridinol was observed. Nevertheless, reactor removal efficiency was maintained until the study ended (60 d)."
2,"Potato waste was processed and used as a sole substrate for simultaneously producing antifungals and biopigments using Streptomyces spp. Out of three different Streptomyces isolates, strain SO6 stood out due to its ability to produce antifungals against economically important fungal phytopathogens and intracellular biopigments using potato waste powders without additional nutrients. This strain also showed the potential to secrete a broad range of enzymes for fermentation of eight sugars that could be involved in potato waste bioconversion. The results of the fermentation assay indicated that Streptomyces sp. strain SO6 degrades potato wastes during submerged fermentation, diminishing total dry weight and increasing reducing sugars from 0.3 to 3.6 mg·mL−1 and total proteins from 70.6 to 187.7 μg·mL−1. The results showed that Streptomyces strain SO6 was able to convert the potato waste into 0.96 mg·g−1 of diffusible antifungals and 1.75 mg·g−1 of reddish-purple biopigments. On the contrary, an absence of pigment production was observed during the fermentation of the commercial medium used as reference. According to our results, replacement of commercial culture media with available low-cost agroindustrial wastes for producing bioactive chemicals is a real opportunity to enhance the Streptomyces pigment production and antibiotic sustainability with cost-competitiveness. To our knowledge, this is the first report on the simultaneous production of biopigments and diffusible antifungal antibiotics produced by Streptomyces spp. using potato solid waste as the sole nutrient source."
3,"Calafate (Berberis microphylla) is a native berry grown in the Patagonian area of Chile and Argentina. In the present study the phenolic composition and antioxidant activity of its fruits were studied and also compared with data obtained for other berry fruits from southern Chile including maqui (Aristotelia chilensis) and murtilla (Ugni molinae). Polyphenolic compounds in calafate fruit were essentially present in glycosylated form, 3-glucoside conjugates being the most abundant anthocyanins. The anthocyanin content in calafate berries (17.81 ± 0.98 μmol g−1) and flavonol level (0.16 ± 0.01 μmol g−1) are comparable with those found in maqui (17.88 ± 1.15 and 0.12 ± 0.01 μmol g−1, respectively); however, maqui shows lower flavan-3-ol concentration than calafate (0.11 ± 0.01 and 0.24 ± 0.03 μmol g−1, respectively). Maqui and calafate show high antioxidant activity, which correlates highly with total polyphenol …"
3,"Chilean Patagonia is one of the most beautiful natural scenarios, with a great diversity of habitats and vascular plants, including different berry fruits. There is no scientific information about the polyphenol profiles of most of these fruits, as well as about their potential use as functional food. Samples of 10 different berry species were collected in the Magallanes region in the extreme South of Chile. Their anthocyanin profiles were studied using liquid chromatography with photodiode array and mass spectrometry detection on the basis of retention times, UV and MS/MS spectra. In addition, total anthocyanin concentrations obtained by HPLC-DAD, antioxidant capacity estimated by TEAC (as trolox equivalent), and ascorbic acid contents were determined in these fruits. The studied species differed in their berry anthocyanin profiles and concentrations. In the berries of Berberis genus (Berberis microphylla, Berberis …"
3,"Calafate (Berberis microphylla G. Forst) is a Patagonian barberry very rich in anthocyanins and one of the fruits with the highest levels of these polyphenols. Other phenolic compounds have also been described in calafate berries. However, to the best of our knowledge there is no available information on hydroxycinnamic acid derivatives. The complexity of hydroxycinnamic acids determination in calafate berries, due to their structure similarities and the interference of high anthocyanin concentration is addressed by means of solid liquid extraction, followed by solid phase extraction clean-up on MCX columns and HPLC-DAD–ESI-MS/MS. The optimized extraction, clean-up and HPLC separation method allowed the assignation of identity and quantification of 20 hydroxycinnamic acids from calafate fruits. 5-Caffeoylquinic acid was the main compound found in all the studied samples. Other 13 hydroxycinnamoyl …"
3," BACKGROUND Arbuscular mycorrhizal (AM) fungi establish symbioses with most agricultural plants and improves growth under soil stress conditions. The present study aimed to evaluate the functional contribution of 2 AM fungal inocula (a native consortium isolated from saline soils of the Atacama Desert, ‘HMC’, and a reference inoculum Claroideoglomus claroideum, ‘Cc’) on the growth and antioxidant compounds of two cultivars of lettuce (Lactuca sativa cvs. ‘Grand Rapids’ and ‘Lollo Bionda’) at increasing salt stress conditions (0, 40, and 80 mmol L–1 NaCl). At 60 days of plant growth, the symbiotic development, biomass production, lipid peroxidation, proline content, antioxidant enzymes, phenolic compound profiles and antioxidant activity were evaluated. RESULTS The 2 AM inocula differentially colonized the roots of Grand Rapids and Lollo Bionda lettuce plants. The AM symbioses increased proline …"
3,"In this work, the anti-Helicobacter pylori effect of an aqueous extract from dried leaves of Peumus boldus Mol. (Monimiaceae) was evaluated. This extract displayed high inhibitory activity against H. pylori urease. Therefore, in order to clarify the type of substances responsible for such effect, a bioassay‐guided fractionation strategy was carried out. The active compounds in the fractions were characterized through different chromatographic methods (RP‐HPLC; HILIC‐HPLC). The fraction named F5 (mDP = 7.8) from aqueous extract was the most active against H. pylori urease with an IC50 = 15.9 µg gallic acid equivalents (GAE)/mL. HPLC analysis evidenced that F5 was composed mainly by catechin‐derived proanthocyanidins (LC‐MS and phloroglucinolysis). The anti‐adherent effect of boldo was assessed by co‐culture of H. pylori and AGS cells. Both the aqueous extract and F5 showed an anti‐adherent …"
3,"Diverse edible berries are native to the Patagonian region of Southern Chile. These berries are underused because their nutritional properties are relatively unknown. In this work, the profiles and concentrations of hydroxycinnamic acid derivatives and flavonols, and the antioxidant capacity of the berry extracts, were studied using HPLC–DAD–ESI–MS/MS and CUPRAC assays, respectively. In total, 46 compounds were identified, including 17 hydroxycinnamic acid derivatives and 26 flavonols. Caffeoylquinic acid isomers were the most abundant compounds, and quercetin and myricetin derivatives were the main flavonols found. The berries from Ribes genera showed a high diversity and concentration of these 2 families of compounds and contained 3-caffeoylquinic acid and quercetin-3-rutinoside at the highest concentrations. The Patagonian berries, especially the berries of Rubus and Ribes genera, had high …"
3," Background The main methods used to increase the yield and quality of strawberry fruit produced in acidic soils with low P availability include root colonization by arbuscular mycorrhizal (AM) fungi and adjusting the type of P supplementation by means of traditional (TF) or organic (OF) fertilization, and adjusting nutrient doses. In this study, the antioxidant properties of strawberry fruit were evaluated under different treatments of fertilization (TF or OF) and different doses of P supplied at planting (0, 50 or 100% of the agronomic recommendation) and in the presence or absence of AM fungus as a bioinoculant. Results Fruits without fertilization treatments and with TF presented with higher anthocyanin concentrations. In general, higher values were obtained without AM colonization. However, spectrophotometric tests showed the highest activity and concentration in the AM‐inoculated treatments. It is likely that …"
3,"There are 20 species of the Berberidaceae family described in Chile, whose fruits are edible and show high anthocyanin and hydroxycinnamic acid levels. Berberis microphylla G. Forst, commonly known as calafate, is the most extensively distributed. Flavonols and alkaloids in seed, pulp, skin, and whole calafate berry extracts and other Berberis were studied using HPLC-DAD-ESI-MS/MS and HPLC with fluorescence detector. Berry samples from different locations in Chilean Patagonia, including different phenological stages, were systematically addressed. Results were compared with other organs of the plant and with other Berberis species. Total flavonol concentration in calafate (n = 65) was 1.33 ± 0.54 μmol/g. Glycosyl metabolites of quercetin and isorhamnetin were the most abundant. Similar profiles were observed in calafate from distinct locations, but important differences were observed for the other edible …"
3,"Calafate (Berberis microphylla G. Forst) is an edible wild berry growing in South Patagonia that is very rich in anthocyanins and hydroxycinnamic acid derivatives. Calafate contains unusual phenolic compounds compared to other berries, such as anthocyanidin dihexosides, different from the common 3,5-diglucosides, and isomeric esters of caffeic acid with hexaric acids. After isolation, their structures have been elucidated by UV–vis, MS/MS, and NMR spectroscopies. The anthocyanidin dihexosides constitute the complete series of 3,7-β-O-diglucosides of the five anthocyanidins usually found in calafate, the structures of which were completely elucidated in the cases of delphinidin, petunidin, and malvidin derivatives and tentatively suggested in the cases of cyanidin and peonidin, and their occurrence seems to be characteristic of calafate among other wild berries from South Patagonia. With regard to caffeoyl …"
3,"This work examined the capability of Imperata cylindrica to respond, tolerate and accumulate Cu when growing at high Cu concentration (300 mg kg−1 of substrate) at different times of exposure (2, 14 and 21 days). The Cu accumulation in plants was examined by atomic absorption spectroscopy (AAS) and Cu localized by Scanning Electron Microscopy-Energy Dispersive X-Ray spectroscopy. Additionally, the phenolic compound identifications and concentrations were determined using liquid chromatography coupled to mass spectrometry. Our results showed that root biomass decreased significantly at high Cu levels, with a greater decrease at 21 days (39.8% less biomass in comparison to control). The root showed 328 mg Cu kg−1 dry weight at 21 days of exposure to Cu, being the tissue that accumulates most of the Cu. Lipid peroxidation was a clear indicator of Cu stress, principally in shoots. The exposure to Cu significantly increased the synthesis of phenolic compounds in shoots of plants exposed 21 days to Cu, where 5-caffeoylquinic acid reached the highest concentrations. Our results support that I. cylindrica is a Cu accumulator plant in root organs with a medium level of accumulation (between 200–600 mg Cu kg−1 biomass), which can tolerate the exposure to high Cu levels by means of increasing the synthesis of phenolic compound in shoots, suggesting a potential use as phytoremediation tool in Cu polluted environments."
3,"Phenolic composition of potatoes (Solanum tuberosum) with colored flesh has been previously reported, highlighting their anthocyanin composition. However, there is less information available about the profiles and concentrations of hydroxycinnamic acid derivatives (HCADs) in these potatoes. In pigmented potatoes from Southern Chile, three HCADs have been detected, corresponding to the trans isomers of 3-, 4- and 5-caffeoylquinic acid. It is remarkable that after frying, the HCAD concentrations increased 493% compared to those of fresh potatoes. The same tendency has been observed for total phenols and antioxidant activity of the chips. The results obtained are relevant in relation to the classification of pigmented potatoes as functional foods not only due to their anthocyanin content but also due to their higher content of HCADs, especially since their concentration increases considerably after frying, thus …"
3,"In this study, finger millet straw (FMS) was utilized for the production of Polyhydroxybutyrate (PHB) by Bacillus megaterium strain CAM12. Ultrasound-assisted alkaline (NaOH) pretreatment of FMS under optimized conditions followed by enzymatic saccharification resulted in the maximum delignification (72%), hydrolysis yield (84%), glucose yield (86%) and xylose yield (61%). The effects of different pH, temperature, incubation period, inoculum concentration, agitation speed and FMS enzymatic hydrolysates concentration were investigated to improve the PHB production. Under optimized conditions, strain CAM12 used the FMS hydrolysates as the sole carbon source for their growth and produced 8.31 g L−1 of PHB. The extracted polymer on Fourier transform infrared (FTIR), X-ray diffraction (XRD) and Nuclear magnetic resonance (NMR) analyses were confirmed to be PHB. These results suggest the potential of …"
